huts	eus-30-13742358-n	 ezerezaren adierazgarri den zenbakia
huts	eus-30-14462666-n	 perfektua ez izatearen egoera
hutsegite	eus-30-00070965-n	 judizio okerrari edo ezjakintasunari edo atentzio faltari dagokion ekintza okerra
hutsegite	eus-30-00770270-n	 lege, arau edo eginbide bat ez betetzea; horren ondorioa
hutsegite	eus-30-06769392-n	 baieztapen baten zati ez zuzena
hutseko_iragazketa	eus-30-80000207-n	 Lohiak ehun iragazle batetik hutsaren laguntzaz igaroarazten diren deshidratazio-prozedura
hutseko_moldekatze	eus-30-80000708-n	 Metal urtuari molde baten bidez forma ematea, presio atmosferiko baxuko ingurunean. Horri esker, aireak ez du materiala kontaminatzen eta metalean disolbatutako gasak erauz daitezke
hutsune	eus-30-03632189-n	 espazio zuria edota faltan dagoena
hutsune	eus-30-05162642-n	 hutsegitea edo gabezia
hutsune	eus-30-06389553-n	 idatzitakoan uzten den tarte hutsa
hutsune	eus-30-09379111-n	 gauzen arteko espazio hutsa
hutsune	eus-30-14449405-n	 faltan dagoen zerbait behar izatearen egoera
hutsune	eus-30-14462666-n	 perfektua ez izatearen egoera
iaiotasun	eus-30-05640433-n	 zerbait egiteko, zerbaitetan aritzeko gai denaren nolakotasuna
ibai	eus-30-09411430-n	 ur-korronte naturala, aski handia, itsasora edo beste ibai batera isurtzen dena
ibilbide	eus-30-02763472-n	 bide zabala
ibilbide	eus-30-08377085-n	 gertaera edo ekintza-segida, jardunbidea
ibilbide	eus-30-08616311-n	 bidaiaren ibilbidea
ibilbide	eus-30-09387222-n	 osagaiek, naturakoek bereziki, jarraitzen duten bidea
ibilbide	eus-30-11481334-n	 gorputz batek espazioan hartzen dituen posizioen segidak osatzen duen lerroa
ibilera	eus-30-15280497-n	 ibiltzean edota lasterka egitean mantentzen den erritmoa
ibilgailu	eus-30-04524313-n	 lurrean, uretan edo airean higitzen den eta pertsonak edo gauzak garraiatzeko balio duen aparatua
ibilgailu_aeroespazial	eus-30-80000181-n	 Lurraren atmosferan eta espazioan barrena hegan egin dezakeen ibilgailua.
idazkari	eus-30-10569744-n	 norbaiti eskutitzak idazten dizkion eta bulego arazoetan laguntzen dion enplegatua
idazkari	eus-30-10570019-n	 administrazioko edo alderdi politikoetako buru eragilea
idazle	eus-30-10794014-n	 idazlea
idazpen	eus-30-13405296-n	 liburuetan idazten den kontzeptuetako bakoitza; aurrekontuetako atal bakoitza
ideia	eus-30-05833840-n	 ezagutzaren edukia, pentsamenduaren fenomeno garrantzitsuena
ideia	eus-30-05837850-n	 ikuspuntu pertsonala
ideia	eus-30-05982915-n	 pertsona baten intentzioa
idulki	eus-30-02797692-n	 gauza bati eusten dion azpiko pieza
idulki	eus-30-03903868-n	 eraikuntza bati eusten dion azpiko pieza (zutabe edo estatua batentzat)
iduri	eus-30-03186399-n	 zerbaiten funtzionamendua azaltzeko marrazkia; parteen arteko erlazioa erakusten duen marrazkia
iduri	eus-30-03265874-n	 pertsona baten irudikapena (eskultura moduan bereziki)
iduri	eus-30-03335600-n	 forma fisiko baten irudikapena (pertsona batena bereziki)
iduri	eus-30-03561345-n	 zenbait gai atseginago edo ulerterrazago egiten duen irudikapena (marrazki edo diagrama bidezkoa)
iduri	eus-30-03931044-n	 azalera batean produzitutako objektu, eszena edo pertsona baten irudikapena
iduri	eus-30-04677716-n	 publikoki erakusten den itxura edo irudia
iduri	eus-30-05928118-n	 buru-irudikapen ikonikoa
iduri	eus-30-05930386-n	 arreta-gune den egitura eta koherentziadun pertzepzio bateratua; esparru baten baitan nabarmentzen dena
iduri	eus-30-06277803-n	 telebista-transmisio batean ikusgai dagoena
iduri	eus-30-06999436-n	 liburu, etab.etan testuaren argigarri edo apaingarri ezartzen den marrazkietako bakoitza
iduri	eus-30-13862780-n	 puntu, lerro eta planoen konbinazioaren bidez osatzen den forma ikusgai eta ukigaia
igande	eus-30-15163797-n	 astearen zazpigarren eta azken eguna, lanari dagokionean atseden-eguna dena
igarobide	eus-30-09386842-n	 mendi arteko igarobidea
igeriketa	eus-30-00442115-n	 igeri egitea, kirol edo ariketatzat hartua
igeritako	eus-30-04371563-n	 igeri egiteko jantzia
igninbrita	eus-30-80000265-n	 Toba bolkaniko zementatuen metaketa
igoaldi	eus-30-00325110-n	 hankak eta eskuak edota baliabide artifizialak erabiliz, harkaitz, izotz-horma edo artifizialki prestatutako erliebe bertikaletatik igotzean datzan kirola
igoaldi	eus-30-07445480-n	 goranzko mugimendua
igoera	eus-30-00324384-n	 goranzko lekualdaketa egitearen ekintza
igoera	eus-30-00363260-n	 zerbait areagotzearen ekintza
igoera	eus-30-05108947-n	 zerbait zenbat igo den adierazten duen kopurua
igoera	eus-30-07324917-n	 indar, kopuru edo garrantziaren areagotzea
igoera	eus-30-07445480-n	 goranzko mugimendua
igoera	eus-30-09437454-n	 bideak edo mendiak plano baten abiapuntutik goraka egiten duen tartea
igorgailu-hargailu	eus-30-80000194-n	 Egitura berean transmisorea eta hargailua dituen aparatua, seinale analogiko zein digitalak igorri eta hartzeko erabil daitekeena
igotze	eus-30-00363260-n	 zerbait areagotzearen ekintza
igotze-abiadura	eus-30-80000412-n	 Aireontzi batek altitudea irabazten duen abiadura. Oro har minutuko oinetan adierazten da; ultrarinen kasuan, berriz, minutuko metrotan
igotze-angelu	eus-30-80000273-n	 Gorantz doan aireontzi baten ibilbidearen eta plano horizontalaren arteko angelua.
ihardespen	eus-30-06746005-n	 galdera, proposamen, oihu, zeinu bat, etab. egiten duenari dagozkion hitzak zuzentzean egiten den adierazpena
ihes	eus-30-00046177-n	 arrisku edo kalte bat, edo batere gogoko ez den zerbait saihesteko lasterka urruntzea; nonbaitetik alde egitea
ihes	eus-30-00204943-n	 antolakunde bat bat-batean uztea
ihes	eus-30-00429440-n	 gogokoa den beste leku batera gogoeta eramatea
ihes	eus-30-07436661-n	 gas edo likido bat dagoen ontzi edo dabilen tututik zulo edo arrakala batetik ateratzea
ihesaldi	eus-30-00046177-n	 arrisku edo kalte bat, edo batere gogoko ez den zerbait saihesteko lasterka urruntzea; nonbaitetik alde egitea
ihesaldi	eus-30-07436661-n	 gas edo likido bat dagoen ontzi edo dabilen tututik zulo edo arrakala batetik ateratzea
ihesbide	eus-30-00429440-n	 gogokoa den beste leku batera gogoeta eramatea
ihes-gasen_abiadura	eus-30-80000411-n	 Erreakzio-motor baten toberatik irteten den gas-zurrustaren abiadura, toberarekiko neurtua.
iheslari	eus-30-10516016-n	 bere herrialdea utzi eta beste batera ihes egin behar izan duen pertsona
ijito	eus-30-10154186-n	 jatorriz Indiakoa den eta batez ere Europan sakabanaturik dagoen herri kaukasoar bateko kidea; munduko herri askotan sakabanaturik daude eta antolaketa soziala eta bizimodu berezia gorde dute hein handi batean
ikara	eus-30-04860586-n	 benetako nahiz ustezko arrisku baten aurrean sortzen den urduritasun- edo kezka-egoera
ikara	eus-30-07519253-n	 benetako nahiz ustezko arrisku baten aurrean sortzen den urduritasun- edo kezka-egoera
ikara	eus-30-14405931-n	 benetako nahiz ustezko arrisku baten aurrean sortzen den urduritasun- edo kezka-egoera
ikasbide	eus-30-06606044-n	 gertakari edo istorio baten esangura edo irakaspena
ikasi	eus-30-09617867-n	 alor jakin batean ezagutza bereziak dituen pertsonari ematen zaion izena
ikasketa-plan	eus-30-06676416-n	 hezkuntza-programa; bertan, programaren hezkuntza-xedea, xede hori lortzeko beharrezko diren eduki, irakaskuntza-prozedura eta ikaskuntza-esperientziak eta, azkenik, helburuak lortu diren ala ez egiaztatzeko zenbait baliabide zehazten dira
ikaskuntza_elektroniko	eus-30-80000650-n	 Interneten edo sare informatiko pribatu baten bidezko ikaskuntza-sistema, batez ere urrutiko hezkuntzan erabiltzen dena
ikasle	eus-30-10016103-n	 norbaiten doktrina sinesteaz gain, hau zabaltzen laguntzen duena
ikasle	eus-30-10251779-n	 esaterako irakaslearengandik ikasten, edo sinesmena nahiz ezagutza jasotzen duena (haurra bereziki)
ikastetxe	eus-30-04146050-n	 zerbait irakatsi eta ikasten den lekua
ikastola	eus-30-04146050-n	 zerbait irakatsi eta ikasten den lekua
ikerketa	eus-30-00633864-n	 eremu jakin bat modu sakon eta sistematikoan aztertzeko lana
ikerketa	eus-30-05797597-n	 zerbaiten ezagutza lortzeko egiten den bilaketa
ikerketa	eus-30-07218470-n	 gai jakin bati buruzko idatzizko azalpena
ikerkuntza	eus-30-00633864-n	 eremu jakin bat modu sakon eta sistematikoan aztertzeko lana
ikerkuntza	eus-30-05797597-n	 zerbaiten ezagutza lortzeko egiten den bilaketa
ikerkuntza	eus-30-07218470-n	 gai jakin bati buruzko idatzizko azalpena
ikerlan	eus-30-00633864-n	 eremu jakin bat modu sakon eta sistematikoan aztertzeko lana
ikerlan	eus-30-05797597-n	 zerbaiten ezagutza lortzeko egiten den bilaketa
ikerlan	eus-30-07218470-n	 gai jakin bati buruzko idatzizko azalpena
ikono	eus-30-03931044-n	 azalera batean produzitutako objektu, eszena edo pertsona baten irudikapena
ikur	eus-30-06817782-n	 idatzizko edo inprimatutako sinbolo bat (puntuaziorako erabiltzen dena)
ikusle	eus-30-08221897-n	 ikuskizun batetako ikusle edo entzuleen multzoa
ikusleria	eus-30-08221897-n	 ikuskizun batetako ikusle edo entzuleen multzoa
ikusmenezko_ezaugarri	eus-30-04950126-n	 ikusmenaren atributu bat
ikuspegi	eus-30-05933246-n	 ikuslearen aurrean agertzen den lurralde-eremua
ikuspegi	eus-30-05945642-n	 zerbaitez edo norbaitez eta bereziki gai edo arazo eztabaidagarri batez pentsatzen dena, hari buruzko ustea
ikuspegi	eus-30-06208751-n	 zerbaiti buruzko azalpen, azterketa edo balorazioari heltzeko jarrera edo abiapuntua
ikuspuntu	eus-30-05945642-n	 zerbaitez edo norbaitez eta bereziki gai edo arazo eztabaidagarri batez pentsatzen dena, hari buruzko ustea
ikuspuntu	eus-30-06208751-n	 zerbaiti buruzko azalpen, azterketa edo balorazioari heltzeko jarrera edo abiapuntua
ikustaldi	eus-30-01232842-n	 kargudun batek edo egiten duena
ikustaldi	eus-30-01233156-n	 norbait edo zerbait ikustera joan eta berarekin edo bertan halako denboraz egotea
ikustaldi	eus-30-08385280-n	 bisitatzaileak lotutako hitzordua
ilara	eus-30-08430203-n	 norabide berean eta bata bestearen atzean jarririk dauden gauzen edo pertsonen segida
ilara	eus-30-08430568-n	 norabide berean eta bata bestearen ondoan jarririk dauden gauzen edo pertsonen segida
ildo	eus-30-03406966-n	 goldeaz lurra irauliz egiten den irekidura luzea
ildo	eus-30-05912552-n	 haria, bidea; ekintza edo ekimen bat burutzeko arau modukoa
ildo	eus-30-09387222-n	 osagaiek, naturakoek bereziki, jarraitzen duten bidea
ILS	eus-30-80000298-n	 Aireportu batera tresnen bidez inguratzeko doitasun-sistema. Hainbat osagai elektroniko eta ikusizko biltzen du, hala nola irrati-faro horizontala, irrati-faro bertikala, kanpoko irrati-mugarria, tarteko irrati-mugarria eta inguratze-argiak.
ilubiazio	eus-30-80000167-n	 Beste horizonte bateko elementuen migrazioaren ondorioz, lurzoruko horizonte batean izaten den pilatze-prozesua
ilusio	eus-30-05896059-n	 pertsona zenbaitek sinisten dutena eta faltsua dena
ilusio	eus-30-07527352-n	 gertakari onuragarri batek, gustuko zerbait lortzeak edo bere sentimendu eta afektuak aseko dizkion zerbaitek norbaitengan sorrarazten duen sentimendua
ilusio	eus-30-07541053-n	 irudimenean gogoko den zerbait lortzeko gura, itxaropen bizia
ilustrazio	eus-30-03561345-n	 zenbait gai atseginago edo ulerterrazago egiten duen irudikapena (marrazki edo diagrama bidezkoa)
immunitate_zelular	eus-30-80000762-n	 Zelulek bideratutako immunitatea; eragile garrantzitsuenak T linfozitoak dira
inarrosaldi	eus-30-07338681-n	 elementu baten mugimendu azkar edo bortitza
inaugurazio	eus-30-00238022-n	 pelikula edota liburu berri bat aurkezteko ekintza
inbertsio-abiadura	eus-30-80000413-n	 Aireontzi batean gobernuaren inbertsioa agertzen den gutxieneko abiadura.
inbertsio-atalase	eus-30-80000413-n	 Aireontzi batean gobernuaren inbertsioa agertzen den gutxieneko abiadura.
inbutu_erako_bularralde	eus-30-80000372-n	 Bularrezurraren beheko aldea hondoratuta eta saihetsen muturrak barnerantz kurbatuak izateagatik bularraldeak hartzen duen forma
indar	eus-30-00621627-n	 lan bat egiteko erabiltzen den energia fisiko edo mentala
indar	eus-30-00965404-n	 norbaiten kontrako bortxazko ekintza
indar	eus-30-04633197-n	 irudimen handiko estilo bizia (batez ere idazketan)
indar	eus-30-04809642-n	 arau edo lege bat behin betiko onetsi ondoren argitara eman eta aplikatzeko moduan jartzea
indar	eus-30-05029706-n	 zerbait egiteko edo zerbaitetan aritzeko gaitasun edo ahalmen fisikoa, indartsua izatearen ezaugarria
indar	eus-30-05034225-n	 efektu fisiologiko eta kimiko indartsuak eragiteko zernahi kausa
indar	eus-30-05035353-n	 zerbait egiteko edo zerbaitetan aritzeko gaitasun edo ahalmen fisikoa
indar	eus-30-05037813-n	 basatia izatearen ezaugarria
indar	eus-30-05156481-n	 abantaila estrategikoa, modu eraginkorrean ekiteko boterea
indar	eus-30-05194578-n	 zerbaiten eragite-ahalmena, efektu bat sortzeko duen eraginkortasuna
indar	eus-30-10461424-n	 boterea edota autoritatea duen edo erabiltzen duen norbait edo zerbait
indar	eus-30-11452218-n	 sistema fisiko batek lana egiteko duen gaitasuna, unitateak jouletan edo ergetan neurtzen dira
indarkeria	eus-30-00965404-n	 norbaiten kontrako bortxazko ekintza
indarkeria	eus-30-01127245-n	 zerbait indarrez lortzeko helburua duen ekintza
indarkeria	eus-30-13979977-n	 suntsiketa eta kalteen ondoriozko egoera iskanbilatsua
indar_kontraelektroeragile	eus-30-80000521-n	 Zirkuitu elektriko bateko korronte elektrikoari kontrajartzen zaion indar elektroeragilea
indar-pare	eus-30-80000485-n	 Intentsitate bereko, norabide paraleloko eta kontrako noranzkoa duten bi indarrez osatutako sistema
independentzia	eus-30-13994148-n	 bizi den lurraldean, beste kolektibitate baten aginpidearen mende ez dagoen kolektibitatearen egoera, barne- eta nazioarteko subiranotasunean gauzatzen dena eta estatuaren unitate politikoa dagokiona
India	eus-30-08900535-n	 Asiako hegoaldeko estatua
Indonesia	eus-30-08907606-n	 Asiako hego-ekialdeko uharte-estatua
industria	eus-30-00923444-n	 salmentarako diren produktuak fabrikatzeko jarduera antolatua
industria	eus-30-03956922-n	 industria lana egiteko eraikina
industria	eus-30-08065234-n	 mota jakin bateko merkataritza-enpresa batean jarduten duen jendea
industrialde	eus-30-08587985-n	 fabrika- edo industria-multzoak eraikitzen diren eremua
infekzio	eus-30-14174549-n	 gaixotasunak sorrarazten dituzten mikroorganismo bizidunak organismoan sartzea eta bertan garatzea
inflazio	eus-30-13498828-n	 prezio-maila orokorraren igoera; normalean, Kontsumo-Prezioen Indizea (KPI) erabiliz neurtzen da
informatika-programa	eus-30-06568978-n	 ordenagailu bati programazio-lengoaia batean idatzita ematen zaion agindu-segida
informatzaile	eus-30-10205985-n	 informatzen duena; informazioa ematen duena
informazio	eus-30-05816287-n	 ikasketa, esperientzia nahiz heziketa bidez lortzen den jakintza
informazio	eus-30-06634376-n	 jasotzaile denari ezagutarazten zaion oro
ingeniari	eus-30-09615807-n	 arazo praktiko nahiz aplikatuei irtenbidea emateko ezagutza zientifikoa darabilen pertsona
ingeniaritza	eus-30-00949619-n	 gizakiak erabiltzen dituen tresna, makina, prozedura eta metodo teknikoen multzoa
ingeniaritza	eus-30-06125041-n	 tresna, makina, prozedura eta metodo tekniko hauen garapenari buruzko azterketa edo ezagutza
inguru	eus-30-08567235-n	 izaki, gertaera, fenomeno, etab. dagoen, gertatzen edo bizi den giroa
ingurumen	eus-30-08567235-n	 izaki, gertaera, fenomeno, etab. dagoen, gertatzen edo bizi den giroa
ingurune	eus-30-08567235-n	 izaki, gertaera, fenomeno, etab. dagoen, gertatzen edo bizi den giroa
iniziatiba	eus-30-04836074-n	 ekiteko, sortzeko, asmatzeko etab.etarako ahalmena
injineru	eus-30-09615807-n	 arazo praktiko nahiz aplikatuei irtenbidea emateko ezagutza zientifikoa darabilen pertsona
injinerutza	eus-30-00949619-n	 gizakiak erabiltzen dituen tresna, makina, prozedura eta metodo teknikoen multzoa
injinerutza	eus-30-06125041-n	 tresna, makina, prozedura eta metodo tekniko hauen garapenari buruzko azterketa edo ezagutza
inkesta	eus-30-00633864-n	 eremu jakin bat modu sakon eta sistematikoan aztertzeko lana
inmigrazio	eus-30-00056311-n	 herrialde batera migratzea (bereziki herrialde horretakoa ez den pertsonarena)
inosilikato	eus-30-80000221-n	 Tetraedroak kate luzetan egituratuak dituzten silikatoen azpiklaseko mineral bakoitza. Egitura hori dela eta, kristalak orratz-itxurakoak edo prismatikoak izaten dira
inperfekzio	eus-30-14462666-n	 perfektua ez izatearen egoera
inportantzia	eus-30-05138208-n	 balio, interes, eragin edo ondorio esanguratsua duenaren nolakotasuna
inpresio	eus-30-04675314-n	 giza zentzumen batean estimulu batek eragindako sentsazioa
input	eus-30-07264820-n	 programa bati, beronek prozesa ditzan, ematen zaizkion datuak; datu hauek sartzean datzan eragiketa
instalazio	eus-30-03315023-n	 zerbitzu jakin bat emateko sortutako zera
instant	eus-30-15180528-n	 denbora une mugatua eta berezia
instituzio	eus-30-03297735-n	 eraikuntza publiko nahiz pribatua (negozio, gobernu edo hezkuntza mailakoa), lanerako edota egonaldirako ekipamendua barne
instituzio	eus-30-05669350-n	 denboran zehar finkatzen den antolaketa soziala, gizarteari zenbait molde jakinen arabera jokarazten diona eta haren egiturak osatzen dituena
instituzio	eus-30-08008335-n	 giza multzo erakuntzaduna, bereziki gizartean funtsezko egiteko bat betetzen duena
instituzio	eus-30-08436036-n	 estatuak, nazioak..., bere burua gobernatzeko, edo egiteko funtsezkoenak bideratzeko eratzen dituen sistemetako bakoitza
instrumentu	eus-30-03800933-n	 musika-soinuak sortzen dituen tresna
instrumentu_bidezko_lurreratze-sistema	eus-30-80000298-n	 Aireportu batera tresnen bidez inguratzeko doitasun-sistema. Hainbat osagai elektroniko eta ikusizko biltzen du, hala nola irrati-faro horizontala, irrati-faro bertikala, kanpoko irrati-mugarria, tarteko irrati-mugarria eta inguratze-argiak.
intentsitate_handiko_deskarga-lanpara	eus-30-80000300-n	 Deskarga-arkua goi-presioko lurruna duen hodi baten barruan gertatzen den eta hodi hori beirazko estalki baten barruan dagoen deskarga-lanpara mota. Arkua lanpara fluoreszenteetan baino laburragoa da. Energia-errendimendu handia dute. Pizten direnean, denbora-tarte bat behar dute argi-energia guztia emateko. Nagusiak goi-presioko merkurio-lanpara, metal-halogenuroko lanparak eta goi-presioko sodio-lanparak dira
interes	eus-30-05143077-n	 zerbaitek berekin dakarren eta norbaitentzat edo zerbaitetarako on den ondorio edo emaitza
interes	eus-30-05192451-n	 garrantzizkoa edo berezia delako norbait erakartzen duen boterea
interes	eus-30-05682570-n	 garrantzizkoa dela edo arreta merezi duela uste denaren aurrean ernatzen den gogo-jarrera edo egoera
interes	eus-30-13286801-n	 zerbait partekatzeak ematen duen eskubidea, zerbaitekiko finantza partaidetza
interes	eus-30-13318584-n	 kreditu gisa mailegatutako diruagatik ordaintzen den diru-kopurua
intimitate	eus-30-04655442-n	 norbaitek beregan, beste norbaitengan edo zerbaitetan duen edo jartzen duen uste on eta sendoa
intsektizida	eus-30-14919948-n	 intsektuak hiltzeko produktua
intxaur	eus-30-07771212-n	 intxaurrondoaren fruitua, drupa-motakoa, azal berdea eta zurezko bi kuskuz babestuta dagoen garun-formako hazia duena
in_vitro_ernalketa	eus-30-80000544-n	 Organismotik kanpo ingurune egokian egindakoa. Lehen garapenaren ondoren, zigotoa umetokian ezartzen da
ipar	eus-30-08562990-n	 iparralderantz dagoen edozein lurralde edo lurralde baten iparraldeko eremua
ipar	eus-30-13831176-n	 iparrorratzean 0 edo 360 gradua markatzen duen puntua
iparralde	eus-30-08562990-n	 iparralderantz dagoen edozein lurralde edo lurralde baten iparraldeko eremua
iparralde	eus-30-08650305-n	 iparralderantz dagoen aldea
iparralde	eus-30-13831176-n	 iparrorratzean 0 edo 360 gradua markatzen duen puntua
ira	eus-30-11545714-n	 landare kriptogamo eta baskularren izen arrunta; bereziki toki heze eta epel edo beroetan hazten dira
irabazi	eus-30-13254805-n	 jarduera ekonomikoaren ondorioz lortzen den diru- edo ondasun-ugalketa, etekina
irabazkin	eus-30-13254805-n	 jarduera ekonomikoaren ondorioz lortzen den diru- edo ondasun-ugalketa, etekina
irabazle	eus-30-09906704-n	 txapelketa irabazten duen pertsona
irabazle	eus-30-10752930-n	 etsaiari irabazteko gai den gudaria
irabazle	eus-30-10782791-n	 apustua irabazten duen pertsona
irabazle	eus-30-10782940-n	 norgehiagoka edo lehia irabazten duen pertsona
irabaztun	eus-30-10782791-n	 apustua irabazten duen pertsona
iragarpen	eus-30-07286014-n	 horrela sortutakoa
iragarpen_klimatiko	eus-30-80000731-n	 Eskualde batek hurrengo urteetan izango duen klimaren aurreikuspena
iragarpen_klimatologiko	eus-30-80000732-n	 Uneko eguraldiaren ondorio dinamikoak kontuan hartu gabe, eskualdeko kliman soilik oinarritzen den eguraldi-iragarpena
iragarpen_lokal	eus-30-80000733-n	 Eremu jakin bateko (hiri, aireportu edo bestelako gune bateko) eguraldiaren aurreikuspena
irail	eus-30-15212739-n	 urtearen bederatzigarren hila (30 egun)
irain	eus-30-00744443-n	 norbaiti edo zerbaiti beste norbaitek edo zerbaitek eragiten dion irain edo mina
Irak	eus-30-08913434-n	 Asiako mendebaldeko estatua;Mesopotamiako zatirik handiena hartzen du; Tigris eta Eufrate ibaien arro erraldoiaren inguruan eratuta dago
irakasle	eus-30-05854812-n	 irakasten duen abstrakzio pertsonifikatua
irakasle	eus-30-10694258-n	 irakasten aritzen den pertsona
irakaspen	eus-30-06606044-n	 gertakari edo istorio baten esangura edo irakaspena
irakurgai	eus-30-06365467-n	 idatzizko informazioa (bereziki liburu eta aldizkarietakoa)
irakurkizun	eus-30-06365467-n	 idatzizko informazioa (bereziki liburu eta aldizkarietakoa)
Iran	eus-30-08910668-n	 Ekialde Ertaineko errepublika teokratikoa; aitzinako Pertsiar Inperioaren gunea; 1935era arte Pertsia izena izan zuen; petrolioan aberatsa
iraoketagatiko_hauskortasun	eus-30-80000698-n	 Altzairu jakin batzuk 600-300 <kar:gradu>C tartean poliki hoztean edo, tenplatu ondoren, tarte horretara berotzean agertzen den hauskortasuna
iratze	eus-30-11545714-n	 landare kriptogamo eta baskularren izen arrunta; bereziki toki heze eta epel edo beroetan hazten dira
iraunkortasunean_oinarrituriko_iragarpen	eus-30-80000736-n	 Etorkizun dagoen eguraldia unekoa bera izango dela iragartzea. Beste iragartze-metodoen portaera konparatzeko oinarri gisa erabiltzen da maiz.
irautean_oinarritutako_iragarpen	eus-30-80000736-n	 Etorkizun dagoen eguraldia unekoa bera izango dela iragartzea. Beste iragartze-metodoen portaera konparatzeko oinarri gisa erabiltzen da maiz.
iraute-iragarpen	eus-30-80000736-n	 Etorkizun dagoen eguraldia unekoa bera izango dela iragartzea. Beste iragartze-metodoen portaera konparatzeko oinarri gisa erabiltzen da maiz.
IRC	eus-30-80000585-n	 Bezero-zerbitzari ereduko berriketan sartzeko protokoloa. Hedaduraz, protokolo horren bidezko berriketa-sistemari ere IRC esaten zaio, hau da, Interneteko edozein lekutatik konektatu eta aldi berean hainbat lagunekin berriketan jarduteko aukera ematen duen sistemari
IRC_berriketa-zerbitzu	eus-30-80000585-n	 Bezero-zerbitzari ereduko berriketan sartzeko protokoloa. Hedaduraz, protokolo horren bidezko berriketa-sistemari ere IRC esaten zaio, hau da, Interneteko edozein lekutatik konektatu eta aldi berean hainbat lagunekin berriketan jarduteko aukera ematen duen sistemari
iritzi	eus-30-00874067-n	 epaitzea edo ebaluatzea (ekintza)
iritzi	eus-30-05945642-n	 zerbaitez edo norbaitez eta bereziki gai edo arazo eztabaidagarri batez pentsatzen dena, hari buruzko ustea
iritzi	eus-30-06782019-n	 zerbaiti buruzko ustea adierazten duen mezua
irizpen	eus-30-06765887-n	 aditu batek gai edo arazo bati buruz, eta hari berariaz eskatuta, ematen duen iritzia, eskuarki idatzizkoa
irrati_sare	eus-30-03820474-n	 emanaldi bera aldi berean transmititzen duen hedabide taldearen emisio-guneak
irrati-zundaketa	eus-30-80000646-n	 Irrati-zundaren bidez atmosferan dauden aldagai meteorologikoak behatzea. Datuak jasotzen diren unean bertan bidaltzen dira behatokira
irri	eus-30-06878071-n	 alaitasuna adierazten duen aurpegi eta ezpainetako keinua
irribarre	eus-30-06878071-n	 alaitasuna adierazten duen aurpegi eta ezpainetako keinua
irteera	eus-30-00042757-n	 joatearen ekintza
irteera	eus-30-00308370-n	 helburu batzuekin egindako bidaia
irteera	eus-30-03303965-n	 nonbaitetik irteteko bidea
irteera	eus-30-07264925-n	 sistema elektroniko batetik datorren seinalea
irteera	eus-30-08653873-n	 lasterketa hasten den lekua erakusten duen marra
irteerako_marra	eus-30-08653873-n	 lasterketa hasten den lekua erakusten duen marra
irteerako_seinale	eus-30-07264925-n	 sistema elektroniko batetik datorren seinalea
irteera-mahai	eus-30-80000724-n	 Ijezketan eta estrusioan, ekoitzitako piezak jasotzen dituen mahaia
irteera-marra	eus-30-08653873-n	 lasterketa hasten den lekua erakusten duen marra
irtenaldi	eus-30-00308370-n	 helburu batzuekin egindako bidaia
irtenbide	eus-30-00153809-n	 arazo, auzi edota bestelako egoera korapilatsuei bukaera emateko modua
irtenbide	eus-30-03303965-n	 nonbaitetik irteteko bidea
irtenbide	eus-30-05661668-n	 arazo, auzi edota bestelako egoera korapilatsuei bukaera emateko modua
irtenune	eus-30-04008947-n	 ertza, bereziki irtena denean
irudi	eus-30-03186399-n	 zerbaiten funtzionamendua azaltzeko marrazkia; parteen arteko erlazioa erakusten duen marrazkia
irudi	eus-30-03265874-n	 pertsona baten irudikapena (eskultura moduan bereziki)
irudi	eus-30-03335600-n	 forma fisiko baten irudikapena (pertsona batena bereziki)
irudi	eus-30-03561345-n	 zenbait gai atseginago edo ulerterrazago egiten duen irudikapena (marrazki edo diagrama bidezkoa)
irudi	eus-30-03931044-n	 azalera batean produzitutako objektu, eszena edo pertsona baten irudikapena
irudi	eus-30-04677716-n	 publikoki erakusten den itxura edo irudia
irudi	eus-30-05928118-n	 buru-irudikapen ikonikoa
irudi	eus-30-05930386-n	 arreta-gune den egitura eta koherentziadun pertzepzio bateratua; esparru baten baitan nabarmentzen dena
irudi	eus-30-06277803-n	 telebista-transmisio batean ikusgai dagoena
irudi	eus-30-06999436-n	 liburu, etab.etan testuaren argigarri edo apaingarri ezartzen den marrazkietako bakoitza
irudi	eus-30-13862780-n	 puntu, lerro eta planoen konbinazioaren bidez osatzen den forma ikusgai eta ukigaia
irudikapen	eus-30-04076846-n	 norbaitek edo zerbaitek adierazteko sortzen duen gauza hautemangarria
iruzkin	eus-30-06762711-n	 zerbait argitzeko, kritikatzeko edo azaltzeko gaineratzen den testua edo irudia
ISDN	eus-30-80000582-n	 Telefono-linea digitalen edo telefono-hari arrunten bidez ahotsa, irudiak, datuak eta Interneteko zerbitzu digitalak (telefonoa, posta elektronikoa, faxa, etab.) abiadura handian bidaltzea ahalbidetzen duen sare digitala. Transmisiorako, 64 kbps-ko bi kanal edo 128 kbps-ko kanal bakarra erabil daitezke
iskanbila	eus-30-00333829-n	 jende multzoaren bortxazko ekintza publikoa
iskanbila	eus-30-01170502-n	 jende multzoaren bortxazko ekintza publikoa
iskanbila	eus-30-07181935-n	 gai batekiko liskar edo desadostauna
iskanbila	eus-30-13972797-n	 jende multzoaren bortxazko ekintza publikoa
iskanbilatsu	eus-30-10731244-n	 istiluak nahita hasten dituen pertsona
